,Event,Team,NOC,Year,Games,Season,City,Sport,Medal
3125,Boxing Men's Lightweight,Argentina,ARG,1960,1960 Summer,Summer,Roma,Boxing,1.0
3126,Boxing Men's Lightweight,Armenia,ARM,2008,2008 Summer,Summer,Beijing,Boxing,1.0
3127,Boxing Men's Lightweight,Brazil,BRA,2016,2016 Summer,Summer,Rio de Janeiro,Boxing,1.0
3128,Boxing Men's Lightweight,Bulgaria,BUL,1996,1996 Summer,Summer,Atlanta,Boxing,1.0
3129,Boxing Men's Lightweight,Cameroon,CMR,1984,1984 Summer,Summer,Los Angeles,Boxing,1.0
3130,Boxing Men's Lightweight,Colombia,COL,1972,1972 Summer,Summer,Munich,Boxing,1.0
3131,Boxing Men's Lightweight,Cuba,CUB,1980,1980 Summer,Summer,Moskva,Boxing,1.0
3132,Boxing Men's Lightweight,Cuba,CUB,2000,2000 Summer,Summer,Sydney,Boxing,1.0
3133,Boxing Men's Lightweight,Cuba,CUB,2004,2004 Summer,Summer,Athina,Boxing,1.0
3134,Boxing Men's Lightweight,Cuba,CUB,2008,2008 Summer,Summer,Beijing,Boxing,1.0
3135,Boxing Men's Lightweight,Cuba,CUB,2012,2012 Summer,Summer,London,Boxing,1.0
3136,Boxing Men's Lightweight,Cuba,CUB,2016,2016 Summer,Summer,Rio de Janeiro,Boxing,1.0
3137,Boxing Men's Lightweight,East Germany,GDR,1980,1980 Summer,Summer,Moskva,Boxing,1.0
3138,Boxing Men's Lightweight,East Germany,GDR,1988,1988 Summer,Summer,Seoul,Boxing,1.0
3139,Boxing Men's Lightweight,France,FRA,2008,2008 Summer,Summer,Beijing,Boxing,1.0
3140,Boxing Men's Lightweight,France,FRA,2016,2016 Summer,Summer,Rio de Janeiro,Boxing,1.0
3141,Boxing Men's Lightweight,Germany,GER,1956,1956 Summer,Summer,Melbourne,Boxing,1.0
3142,Boxing Men's Lightweight,Germany,GER,1992,1992 Summer,Summer,Barcelona,Boxing,1.0
3143,Boxing Men's Lightweight,Great Britain,GBR,1956,1956 Summer,Summer,Melbourne,Boxing,1.0
3144,Boxing Men's Lightweight,Great Britain,GBR,1960,1960 Summer,Summer,Roma,Boxing,1.0
3145,Boxing Men's Lightweight,Great Britain,GBR,2004,2004 Summer,Summer,Athina,Boxing,1.0
3146,Boxing Men's Lightweight,Hungary,HUN,1972,1972 Summer,Summer,Munich,Boxing,1.0
3147,Boxing Men's Lightweight,Ireland,IRL,1956,1956 Summer,Summer,Melbourne,Boxing,1.0
3148,Boxing Men's Lightweight,Ireland,IRL,1964,1964 Summer,Summer,Tokyo,Boxing,1.0
3149,Boxing Men's Lightweight,Italy,ITA,1960,1960 Summer,Summer,Roma,Boxing,1.0
3150,Boxing Men's Lightweight,Kazakhstan,KAZ,2004,2004 Summer,Summer,Athina,Boxing,1.0
3151,Boxing Men's Lightweight,Kenya,KEN,1972,1972 Summer,Summer,Munich,Boxing,1.0
3152,Boxing Men's Lightweight,Lithuania,LTU,2012,2012 Summer,Summer,London,Boxing,1.0
3153,Boxing Men's Lightweight,Mexico,MEX,2000,2000 Summer,Summer,Sydney,Boxing,1.0
3154,Boxing Men's Lightweight,Mongolia,MGL,1988,1988 Summer,Summer,Seoul,Boxing,1.0
3155,Boxing Men's Lightweight,Mongolia,MGL,1992,1992 Summer,Summer,Barcelona,Boxing,1.0
3156,Boxing Men's Lightweight,Mongolia,MGL,2016,2016 Summer,Summer,Rio de Janeiro,Boxing,1.0
3157,Boxing Men's Lightweight,Poland,POL,1960,1960 Summer,Summer,Roma,Boxing,1.0
3158,Boxing Men's Lightweight,Poland,POL,1964,1964 Summer,Summer,Tokyo,Boxing,1.0
3159,Boxing Men's Lightweight,Poland,POL,1968,1968 Summer,Summer,Mexico City,Boxing,1.0
3160,Boxing Men's Lightweight,Poland,POL,1972,1972 Summer,Summer,Munich,Boxing,1.0
3161,Boxing Men's Lightweight,Poland,POL,1980,1980 Summer,Summer,Moskva,Boxing,1.0
3162,Boxing Men's Lightweight,Puerto Rico,PUR,1984,1984 Summer,Summer,Los Angeles,Boxing,1.0
3163,Boxing Men's Lightweight,Romania,ROU,1968,1968 Summer,Summer,Mexico City,Boxing,1.0
3164,Boxing Men's Lightweight,Romania,ROU,1976,1976 Summer,Summer,Montreal,Boxing,1.0
3165,Boxing Men's Lightweight,Romania,ROU,1996,1996 Summer,Summer,Atlanta,Boxing,1.0
3166,Boxing Men's Lightweight,Russia,RUS,2000,2000 Summer,Summer,Sydney,Boxing,1.0
3167,Boxing Men's Lightweight,Russia,RUS,2004,2004 Summer,Summer,Athina,Boxing,1.0
3168,Boxing Men's Lightweight,Russia,RUS,2008,2008 Summer,Summer,Beijing,Boxing,1.0
3169,Boxing Men's Lightweight,South Korea,KOR,1984,1984 Summer,Summer,Los Angeles,Boxing,1.0
3170,Boxing Men's Lightweight,South Korea,KOR,1992,1992 Summer,Summer,Barcelona,Boxing,1.0
3171,Boxing Men's Lightweight,South Korea,KOR,2012,2012 Summer,Summer,London,Boxing,1.0
3172,Boxing Men's Lightweight,Soviet Union,URS,1956,1956 Summer,Summer,Melbourne,Boxing,1.0
3173,Boxing Men's Lightweight,Soviet Union,URS,1964,1964 Summer,Summer,Tokyo,Boxing,1.0
3174,Boxing Men's Lightweight,Soviet Union,URS,1976,1976 Summer,Summer,Montreal,Boxing,1.0
3175,Boxing Men's Lightweight,Soviet Union,URS,1980,1980 Summer,Summer,Moskva,Boxing,1.0
3176,Boxing Men's Lightweight,Sweden,SWE,1988,1988 Summer,Summer,Seoul,Boxing,1.0
3177,Boxing Men's Lightweight,Ukraine,UKR,2000,2000 Summer,Summer,Sydney,Boxing,1.0
3178,Boxing Men's Lightweight,Ukraine,UKR,2012,2012 Summer,Summer,London,Boxing,1.0
3179,Boxing Men's Lightweight,United States,USA,1964,1964 Summer,Summer,Tokyo,Boxing,1.0
3180,Boxing Men's Lightweight,United States,USA,1968,1968 Summer,Summer,Mexico City,Boxing,1.0
3181,Boxing Men's Lightweight,United States,USA,1976,1976 Summer,Summer,Montreal,Boxing,1.0
3182,Boxing Men's Lightweight,United States,USA,1984,1984 Summer,Summer,Los Angeles,Boxing,1.0
3183,Boxing Men's Lightweight,United States,USA,1988,1988 Summer,Summer,Seoul,Boxing,1.0
3184,Boxing Men's Lightweight,United States,USA,1992,1992 Summer,Summer,Barcelona,Boxing,1.0
3185,Boxing Men's Lightweight,United States,USA,1996,1996 Summer,Summer,Atlanta,Boxing,1.0
3186,Boxing Men's Lightweight,Yugoslavia,YUG,1968,1968 Summer,Summer,Mexico City,Boxing,1.0
3187,Boxing Men's Lightweight,Yugoslavia,YUG,1976,1976 Summer,Summer,Montreal,Boxing,1.0
3188,Boxing Men's Middleweight,Algeria,ALG,1984,1984 Summer,Summer,Los Angeles,Boxing,1.0
3189,Boxing Men's Middleweight,Algeria,ALG,1996,1996 Summer,Summer,Atlanta,Boxing,1.0
3190,Boxing Men's Middleweight,Argentina,ARG,1956,1956 Summer,Summer,Melbourne,Boxing,1.0
3191,Boxing Men's Middleweight,Azerbaijan,AZE,2000,2000 Summer,Summer,Sydney,Boxing,1.0
3192,Boxing Men's Middleweight,Azerbaijan,AZE,2016,2016 Summer,Summer,Rio de Janeiro,Boxing,1.0
3193,Boxing Men's Middleweight,Brazil,BRA,2012,2012 Summer,Summer,London,Boxing,1.0
3194,Boxing Men's Middleweight,Canada,CAN,1988,1988 Summer,Summer,Seoul,Boxing,1.0
3195,Boxing Men's Middleweight,Canada,CAN,1992,1992 Summer,Summer,Barcelona,Boxing,1.0
3196,Boxing Men's Middleweight,Chile,CHI,1956,1956 Summer,Summer,Melbourne,Boxing,1.0
3197,Boxing Men's Middleweight,Cuba,CUB,1976,1976 Summer,Summer,Montreal,Boxing,1.0
3198,Boxing Men's Middleweight,Cuba,CUB,1980,1980 Summer,Summer,Moskva,Boxing,1.0
3199,Boxing Men's Middleweight,Cuba,CUB,1992,1992 Summer,Summer,Barcelona,Boxing,1.0
3200,Boxing Men's Middleweight,Cuba,CUB,1996,1996 Summer,Summer,Atlanta,Boxing,1.0
3201,Boxing Men's Middleweight,Cuba,CUB,2000,2000 Summer,Summer,Sydney,Boxing,1.0
3202,Boxing Men's Middleweight,Cuba,CUB,2008,2008 Summer,Summer,Beijing,Boxing,1.0
3203,Boxing Men's Middleweight,Cuba,CUB,2016,2016 Summer,Summer,Rio de Janeiro,Boxing,1.0
3204,Boxing Men's Middleweight,East Germany,GDR,1988,1988 Summer,Summer,Seoul,Boxing,1.0
3205,Boxing Men's Middleweight,Finland,FIN,1972,1972 Summer,Summer,Munich,Boxing,1.0
3206,Boxing Men's Middleweight,France,FRA,1956,1956 Summer,Summer,Melbourne,Boxing,1.0
3207,Boxing Men's Middleweight,Germany,GER,1964,1964 Summer,Summer,Tokyo,Boxing,1.0
3208,Boxing Men's Middleweight,Ghana,GHA,1972,1972 Summer,Summer,Munich,Boxing,1.0
3209,Boxing Men's Middleweight,Great Britain,GBR,1968,1968 Summer,Summer,Mexico City,Boxing,1.0
3210,Boxing Men's Middleweight,Great Britain,GBR,2008,2008 Summer,Summer,Beijing,Boxing,1.0
3211,Boxing Men's Middleweight,Great Britain,GBR,2012,2012 Summer,Summer,London,Boxing,1.0
3212,Boxing Men's Middleweight,Hungary,HUN,2000,2000 Summer,Summer,Sydney,Boxing,1.0
3213,Boxing Men's Middleweight,India,IND,2008,2008 Summer,Summer,Beijing,Boxing,1.0
3214,Boxing Men's Middleweight,Ireland,IRL,2008,2008 Summer,Summer,Beijing,Boxing,1.0
3215,Boxing Men's Middleweight,Italy,ITA,1964,1964 Summer,Summer,Tokyo,Boxing,1.0
3216,Boxing Men's Middleweight,Japan,JPN,2012,2012 Summer,Summer,London,Boxing,1.0
3217,Boxing Men's Middleweight,Kazakhstan,KAZ,2004,2004 Summer,Summer,Athina,Boxing,1.0
3218,Boxing Men's Middleweight,Kenya,KEN,1988,1988 Summer,Summer,Seoul,Boxing,1.0
3219,Boxing Men's Middleweight,Mexico,MEX,1968,1968 Summer,Summer,Mexico City,Boxing,1.0
3220,Boxing Men's Middleweight,Mexico,MEX,2016,2016 Summer,Summer,Rio de Janeiro,Boxing,1.0
3221,Boxing Men's Middleweight,Pakistan,PAK,1988,1988 Summer,Summer,Seoul,Boxing,1.0
3222,Boxing Men's Middleweight,Poland,POL,1960,1960 Summer,Summer,Roma,Boxing,1.0
3223,Boxing Men's Middleweight,Poland,POL,1964,1964 Summer,Summer,Tokyo,Boxing,1.0
3224,Boxing Men's Middleweight,Poland,POL,1980,1980 Summer,Summer,Moskva,Boxing,1.0
3225,Boxing Men's Middleweight,Puerto Rico,PUR,1984,1984 Summer,Summer,Los Angeles,Boxing,1.0
3226,Boxing Men's Middleweight,Romania,ROU,1960,1960 Summer,Summer,Roma,Boxing,1.0
3227,Boxing Men's Middleweight,Romania,ROU,1976,1976 Summer,Summer,Montreal,Boxing,1.0
3228,Boxing Men's Middleweight,Romania,ROU,1980,1980 Summer,Summer,Moskva,Boxing,1.0
3229,Boxing Men's Middleweight,Russia,RUS,2000,2000 Summer,Summer,Sydney,Boxing,1.0
3230,Boxing Men's Middleweight,Russia,RUS,2004,2004 Summer,Summer,Athina,Boxing,1.0
3231,Boxing Men's Middleweight,South Korea,KOR,1984,1984 Summer,Summer,Los Angeles,Boxing,1.0
3232,Boxing Men's Middleweight,South Korea,KOR,1992,1992 Summer,Summer,Barcelona,Boxing,1.0
3233,Boxing Men's Middleweight,Soviet Union,URS,1956,1956 Summer,Summer,Melbourne,Boxing,1.0
3234,Boxing Men's Middleweight,Soviet Union,URS,1960,1960 Summer,Summer,Roma,Boxing,1.0
3235,Boxing Men's Middleweight,Soviet Union,URS,1964,1964 Summer,Summer,Tokyo,Boxing,1.0
3236,Boxing Men's Middleweight,Soviet Union,URS,1968,1968 Summer,Summer,Mexico City,Boxing,1.0
3237,Boxing Men's Middleweight,Soviet Union,URS,1972,1972 Summer,Summer,Munich,Boxing,1.0
3238,Boxing Men's Middleweight,Soviet Union,URS,1976,1976 Summer,Summer,Montreal,Boxing,1.0
3239,Boxing Men's Middleweight,Soviet Union,URS,1980,1980 Summer,Summer,Moskva,Boxing,1.0
3240,Boxing Men's Middleweight,Thailand,THA,2004,2004 Summer,Summer,Athina,Boxing,1.0
3241,Boxing Men's Middleweight,Turkey,TUR,1996,1996 Summer,Summer,Atlanta,Boxing,1.0
3242,Boxing Men's Middleweight,United States,USA,1960,1960 Summer,Summer,Roma,Boxing,1.0
3243,Boxing Men's Middleweight,United States,USA,1968,1968 Summer,Summer,Mexico City,Boxing,1.0
3244,Boxing Men's Middleweight,United States,USA,1972,1972 Summer,Summer,Munich,Boxing,1.0
3245,Boxing Men's Middleweight,United States,USA,1976,1976 Summer,Summer,Montreal,Boxing,1.0
3246,Boxing Men's Middleweight,United States,USA,1984,1984 Summer,Summer,Los Angeles,Boxing,1.0
3247,Boxing Men's Middleweight,United States,USA,1992,1992 Summer,Summer,Barcelona,Boxing,1.0
3248,Boxing Men's Middleweight,United States,USA,1996,1996 Summer,Summer,Atlanta,Boxing,1.0
3249,Boxing Men's Middleweight,United States,USA,2004,2004 Summer,Summer,Athina,Boxing,1.0
3250,Boxing Men's Middleweight,Uzbekistan,UZB,2012,2012 Summer,Summer,London,Boxing,1.0
3251,Boxing Men's Middleweight,Uzbekistan,UZB,2016,2016 Summer,Summer,Rio de Janeiro,Boxing,1.0
3252,Boxing Men's Super-Heavyweight,Azerbaijan,AZE,2012,2012 Summer,Summer,London,Boxing,1.0
3253,Boxing Men's Super-Heavyweight,Bulgaria,BUL,1992,1992 Summer,Summer,Barcelona,Boxing,1.0
3254,Boxing Men's Super-Heavyweight,Canada,CAN,1988,1988 Summer,Summer,Seoul,Boxing,1.0
3255,Boxing Men's Super-Heavyweight,China,CHN,2008,2008 Summer,Summer,Beijing,Boxing,1.0
3256,Boxing Men's Super-Heavyweight,Croatia,CRO,2016,2016 Summer,Summer,Rio de Janeiro,Boxing,1.0
3257,Boxing Men's Super-Heavyweight,Cuba,CUB,1992,1992 Summer,Summer,Barcelona,Boxing,1.0
3258,Boxing Men's Super-Heavyweight,Cuba,CUB,2004,2004 Summer,Summer,Athina,Boxing,1.0
3259,Boxing Men's Super-Heavyweight,Denmark,DEN,1992,1992 Summer,Summer,Barcelona,Boxing,1.0
3260,Boxing Men's Super-Heavyweight,Egypt,EGY,2004,2004 Summer,Summer,Athina,Boxing,1.0
3261,Boxing Men's Super-Heavyweight,France,FRA,2016,2016 Summer,Summer,Rio de Janeiro,Boxing,1.0
3262,Boxing Men's Super-Heavyweight,Great Britain,GBR,1984,1984 Summer,Summer,Los Angeles,Boxing,1.0
3263,Boxing Men's Super-Heavyweight,Great Britain,GBR,2000,2000 Summer,Summer,Sydney,Boxing,1.0
3264,Boxing Men's Super-Heavyweight,Great Britain,GBR,2008,2008 Summer,Summer,Beijing,Boxing,1.0
3265,Boxing Men's Super-Heavyweight,Great Britain,GBR,2012,2012 Summer,Summer,London,Boxing,1.0
3266,Boxing Men's Super-Heavyweight,Great Britain,GBR,2016,2016 Summer,Summer,Rio de Janeiro,Boxing,1.0
3267,Boxing Men's Super-Heavyweight,Italy,ITA,1984,1984 Summer,Summer,Los Angeles,Boxing,1.0
3268,Boxing Men's Super-Heavyweight,Italy,ITA,2000,2000 Summer,Summer,Sydney,Boxing,1.0
3269,Boxing Men's Super-Heavyweight,Italy,ITA,2004,2004 Summer,Summer,Athina,Boxing,1.0
3270,Boxing Men's Super-Heavyweight,Italy,ITA,2008,2008 Summer,Summer,Beijing,Boxing,1.0
3271,Boxing Men's Super-Heavyweight,Italy,ITA,2012,2012 Summer,Summer,London,Boxing,1.0
3272,Boxing Men's Super-Heavyweight,Kazakhstan,KAZ,2000,2000 Summer,Summer,Sydney,Boxing,1.0
3273,Boxing Men's Super-Heavyweight,Kazakhstan,KAZ,2012,2012 Summer,Summer,London,Boxing,1.0
3274,Boxing Men's Super-Heavyweight,Kazakhstan,KAZ,2016,2016 Summer,Summer,Rio de Janeiro,Boxing,1.0
3275,Boxing Men's Super-Heavyweight,Nigeria,NGR,1992,1992 Summer,Summer,Barcelona,Boxing,1.0
3276,Boxing Men's Super-Heavyweight,Nigeria,NGR,1996,1996 Summer,Summer,Atlanta,Boxing,1.0
3277,Boxing Men's Super-Heavyweight,Poland,POL,1988,1988 Summer,Summer,Seoul,Boxing,1.0
3278,Boxing Men's Super-Heavyweight,Russia,RUS,1996,1996 Summer,Summer,Atlanta,Boxing,1.0
3279,Boxing Men's Super-Heavyweight,Russia,RUS,2004,2004 Summer,Summer,Athina,Boxing,1.0
3280,Boxing Men's Super-Heavyweight,Soviet Union,URS,1988,1988 Summer,Summer,Seoul,Boxing,1.0
3281,Boxing Men's Super-Heavyweight,Tonga,TGA,1996,1996 Summer,Summer,Atlanta,Boxing,1.0
3282,Boxing Men's Super-Heavyweight,Ukraine,UKR,1996,1996 Summer,Summer,Atlanta,Boxing,1.0
3283,Boxing Men's Super-Heavyweight,Ukraine,UKR,2008,2008 Summer,Summer,Beijing,Boxing,1.0
3284,Boxing Men's Super-Heavyweight,United States,USA,1984,1984 Summer,Summer,Los Angeles,Boxing,1.0
3285,Boxing Men's Super-Heavyweight,United States,USA,1988,1988 Summer,Summer,Seoul,Boxing,1.0
3286,Boxing Men's Super-Heavyweight,Uzbekistan,UZB,2000,2000 Summer,Summer,Sydney,Boxing,1.0
3287,Boxing Men's Super-Heavyweight,Yugoslavia,YUG,1984,1984 Summer,Summer,Los Angeles,Boxing,1.0
3288,Boxing Men's Welterweight,Argentina,ARG,1968,1968 Summer,Summer,Mexico City,Boxing,1.0
3289,Boxing Men's Welterweight,Australia,AUS,1956,1956 Summer,Summer,Melbourne,Boxing,1.0
3290,Boxing Men's Welterweight,Cameroon,CMR,1968,1968 Summer,Summer,Mexico City,Boxing,1.0
3291,Boxing Men's Welterweight,China,CHN,2008,2008 Summer,Summer,Beijing,Boxing,1.0
3292,Boxing Men's Welterweight,Cuba,CUB,1972,1972 Summer,Summer,Munich,Boxing,1.0
3293,Boxing Men's Welterweight,Cuba,CUB,1980,1980 Summer,Summer,Moskva,Boxing,1.0
3294,Boxing Men's Welterweight,Cuba,CUB,1992,1992 Summer,Summer,Barcelona,Boxing,1.0
3295,Boxing Men's Welterweight,Cuba,CUB,1996,1996 Summer,Summer,Atlanta,Boxing,1.0
3296,Boxing Men's Welterweight,Cuba,CUB,2004,2004 Summer,Summer,Athina,Boxing,1.0
3297,Boxing Men's Welterweight,Cuba,CUB,2008,2008 Summer,Summer,Beijing,Boxing,1.0
3298,Boxing Men's Welterweight,East Germany,GDR,1968,1968 Summer,Summer,Mexico City,Boxing,1.0
3299,Boxing Men's Welterweight,East Germany,GDR,1976,1976 Summer,Summer,Montreal,Boxing,1.0
3300,Boxing Men's Welterweight,East Germany,GDR,1980,1980 Summer,Summer,Moskva,Boxing,1.0
3301,Boxing Men's Welterweight,Finland,FIN,1964,1964 Summer,Summer,Tokyo,Boxing,1.0
3302,Boxing Men's Welterweight,Finland,FIN,1984,1984 Summer,Summer,Los Angeles,Boxing,1.0
3303,Boxing Men's Welterweight,France,FRA,1988,1988 Summer,Summer,Seoul,Boxing,1.0
3304,Boxing Men's Welterweight,France,FRA,2016,2016 Summer,Summer,Rio de Janeiro,Boxing,1.0
3305,Boxing Men's Welterweight,Great Britain,GBR,1956,1956 Summer,Summer,Melbourne,Boxing,1.0
3306,Boxing Men's Welterweight,Great Britain,GBR,1960,1960 Summer,Summer,Roma,Boxing,1.0
3307,Boxing Men's Welterweight,Great Britain,GBR,2012,2012 Summer,Summer,London,Boxing,1.0
3308,Boxing Men's Welterweight,Hungary,HUN,1972,1972 Summer,Summer,Munich,Boxing,1.0
3309,Boxing Men's Welterweight,Ireland,IRL,1956,1956 Summer,Summer,Melbourne,Boxing,1.0
3310,Boxing Men's Welterweight,Ireland,IRL,1992,1992 Summer,Summer,Barcelona,Boxing,1.0
3311,Boxing Men's Welterweight,Italy,ITA,1960,1960 Summer,Summer,Roma,Boxing,1.0
3312,Boxing Men's Welterweight,Italy,ITA,1964,1964 Summer,Summer,Tokyo,Boxing,1.0
3313,Boxing Men's Welterweight,Italy,ITA,1984,1984 Summer,Summer,Los Angeles,Boxing,1.0
3314,Boxing Men's Welterweight,Kazakhstan,KAZ,2004,2004 Summer,Summer,Athina,Boxing,1.0
3315,Boxing Men's Welterweight,Kazakhstan,KAZ,2008,2008 Summer,Summer,Beijing,Boxing,1.0
3316,Boxing Men's Welterweight,Kazakhstan,KAZ,2012,2012 Summer,Summer,London,Boxing,1.0
3317,Boxing Men's Welterweight,Kazakhstan,KAZ,2016,2016 Summer,Summer,Rio de Janeiro,Boxing,1.0
3318,Boxing Men's Welterweight,Kenya,KEN,1972,1972 Summer,Summer,Munich,Boxing,1.0
3319,Boxing Men's Welterweight,Kenya,KEN,1988,1988 Summer,Summer,Seoul,Boxing,1.0
3320,Boxing Men's Welterweight,Moldova,MDA,2000,2000 Summer,Summer,Sydney,Boxing,1.0
3321,Boxing Men's Welterweight,Morocco,MAR,2016,2016 Summer,Summer,Rio de Janeiro,Boxing,1.0
3322,Boxing Men's Welterweight,Poland,POL,1960,1960 Summer,Summer,Roma,Boxing,1.0
3323,Boxing Men's Welterweight,Poland,POL,1964,1964 Summer,Summer,Tokyo,Boxing,1.0
